,conf,doi,fig_num,width,height,colors,visual_density
2779,issre-issre2024,10_1109-ISSRE62328_2024_00014,7,401,84,"[('FFFFFF', 0.6297648735304595), ('D7D6D6', 0.09535684598028737), ('D2DCEB', 0.06531290820567628), ('6C8EBF', 0.04583778648616554), ('000000', 0.026689229307683172), ('DAE3EF', 0.01721885761786011), ('BFBFBF', 0.014784467402921268), ('8F8F8F', 0.014784467402921268), ('C4C3C3', 0.007451609072556703), ('B1B1B1', 0.007421921387008669)]",0.3699679372996083
2780,issre-issre2024,10_1109-ISSRE62328_2024_00026,3,1008,344,"[('E3F2D9', 0.36964170358065707), ('FFFFFF', 0.19961817091177556), ('DAE3F5', 0.11210894241417498), ('FCE6D5', 0.08454168973791067), ('FFF2CA', 0.06930601698043559), ('000000', 0.01559904485049834), ('DFE7F6', 0.0022840531561461796), ('FAF0D0', 0.0022609819121447027), ('FBE9D9', 0.0022436784791435953), ('E2E9F7', 0.002226375046142488)]",0.79812373108158
2781,issre-issre2024,10_1109-ISSRE62328_2024_00016,5,496,218,"[('FFFFFF', 0.916136430896715), ('000000', 0.014251627700503108), ('FEFEFE', 0.004170982539212785), ('FBFBFB', 0.0016092039064812074), ('040404', 0.0010820509026339153), ('FDFDFD', 0.0009988162178159218), ('FCFCFC', 0.0009618230245634804), ('0A0A0A', 0.0009618230245634804), ('4B4B4B', 0.0008693400414323764), ('FAFAFA', 0.000739863865048831)]",0.0719517608759987
2782,issre-issre2024,10_1109-ISSRE62328_2024_00016,4,498,462,"[('B4C7E7', 0.15617013508579775), ('87509F', 0.14156626506024098), ('FFE69A', 0.1387411116326779), ('F9CBAD', 0.1301613379926633), ('C5E0B4', 0.07112432413637233), ('FFFFFF', 0.028564474347606877), ('FFE99C', 0.0048636102852970325), ('FDE499', 0.004259462090787392), ('FFE79B', 0.0038509014412628872), ('864F9E', 0.0029903162433282914)]",0.9693144873867764
2783,issre-issre2024,10_1109-ISSRE62328_2024_00014,10,428,233,"[('FFFFFF', 0.7651618466968834), ('FF0000', 0.051983474389314506), ('008000', 0.02589146043078898), ('0000FF', 0.017377963178372306), ('E1E1E1', 0.012905619509847178), ('404040', 0.0077714491997914244), ('4C4C4C', 0.003970959849183747), ('FE0000', 0.0027977217119249127), ('D6D6D6', 0.0026974449480566365), ('FFD700', 0.0025169467730937387)]",0.229052184027917
2784,issre-issre2024,10_1109-ISSRE62328_2024_00020,9,477,208,"[('EAEAF2', 0.47149653281728754), ('FFFFFF', 0.37260119335591035), ('F4F4F8', 0.030771246573133366), ('F5F5F9', 0.026225608772778585), ('ADADAD', 0.0020258829221093374), ('FAFAFC', 0.0016126431220770843), ('242424', 0.001441299790356394), ('FF7254', 0.0014312207708434123), ('000000', 0.0014211417513304305), ('C8C8C8', 0.0012699564586357039)]",0.5615324141267537
2785,issre-issre2024,10_1109-ISSRE62328_2024_00029,9,498,169,"[('FFFFFF', 0.6054157458235309), ('CECECE', 0.006867707516456358), ('D6D6D6', 0.006630070578170671), ('CFCFCF', 0.006535015802856396), ('B4B4B4', 0.006356788099142131), ('B8B8B8', 0.006297378864570709), ('B9B9B9', 0.006249851476913572), ('EDEDED', 0.0062379696299992874), ('EEEEEE', 0.005667640978113638), ('FCFCFC', 0.005513176968227941)]",0.3526294527221313
2786,issre-issre2024,10_1109-ISSRE62328_2024_00022,6,484,207,"[('FFFFFF', 0.9462710105002595), ('808080', 0.010021160218788678), ('7A7A7A', 0.006507765401046034), ('EAEAEA', 0.0033936199944105084), ('000000', 0.0030842017008024915), ('FEFEFE', 0.0004291931169401525), ('BFBFBF', 0.0004291931169401525), ('606060', 0.0004092306463847966), ('A0A0A0', 0.00037928694055176267), ('F2F2F2', 0.00032938076416337287)]",0.0503253882700525
2787,issre-issre2024,10_1109-ISSRE62328_2024_00022,4,449,158,"[('FFFFFF', 0.8441120915677596), ('CE5E5E', 0.1211694059936286), ('808080', 0.012432691494460264), ('7A7A7A', 0.0030165487299484085), ('000000', 0.002354035691127964), ('632D2D', 0.0010994897239998873), ('BFBFBF', 0.00035240055256406644), ('DFDFDF', 0.00025372839784612783), ('FEFEFE', 0.00023963237574356515), ('010101', 0.00021144033153843984)]",0.154295057934651
2788,issre-issre2024,10_1109-ISSRE62328_2024_00021,2,960,429,"[('FFFFFF', 0.8101738539238539), ('F5F5F5', 0.019947066822066824), ('B0E3E6', 0.016537975912975914), ('FFE6CD', 0.007648601398601399), ('D0CEE3', 0.0047372766122766126), ('FFFFFE', 0.003790306915306915), ('FEFEFE', 0.0024694055944055942), ('F6F6F6', 0.0020493395493395494), ('E6E6E6', 0.0015005827505827506), ('FCFCFC', 0.0013743201243201243)]",0.1424315268065291
2789,issre-issre2024,10_1109-ISSRE62328_2024_00023,5,993,518,"[('FFFFFF', 0.8002017986912247), ('000000', 0.015774514263940245), ('007770', 0.0059761963085225925), ('BFBFBF', 0.005880934883956032), ('A0A0A0', 0.003907662517934421), ('DFDFDF', 0.003332205749124178), ('202020', 0.0019829929195488106), ('F1F1F1', 0.0016991527565545692), ('808080', 0.001652494099624009), ('FEFEFE', 0.0015961148891662487)]",0.1839692519450827
2790,issre-issre2024,10_1109-ISSRE62328_2024_00021,1,860,454,"[('FFFFFF', 0.736968548304477), ('F8F8F8', 0.057427517672369637), ('F5F5F5', 0.05281733428951951), ('E3E3E3', 0.028747054605060957), ('F2F2F2', 0.028621555168527813), ('E5E5E5', 0.010055322200594201), ('E0E0E0', 0.009727486937813749), ('FBFBFB', 0.0014803811084929822), ('F0F0F0', 0.001380493801864563), ('FEFEFE', 0.0012678004302837825)]",0.1110260219239844
2791,issre-issre2024,10_1109-ISSRE62328_2024_00030,2,785,358,"[('FFFFFF', 0.8551471373163008), ('8B8B8A', 0.023054478169590435), ('70706F', 0.017642244600220618), ('FDFDFD', 0.015119382272355264), ('171615', 0.0024161121588442513), ('6E6E6D', 0.0012703270113511014), ('E2E2E2', 0.0010746183681457496), ('A9A8A8', 0.0009714265380920186), ('515050', 0.0008397679962993275), ('C5C5C4', 0.0008326513183645874)]",0.1219620681066075
2792,issre-issre2024,10_1109-ISSRE62328_2024_00020,11,140,50,"[('FFFFFF', 0.8324285714285714), ('848484', 0.004571428571428572), ('000000', 0.004142857142857143), ('ADADAD', 0.0035714285714285713), ('D1D1D1', 0.0027142857142857142), ('1B1B1B', 0.0024285714285714284), ('FCFCFC', 0.002285714285714286), ('005164', 0.002285714285714286), ('929292', 0.002285714285714286), ('D7301F', 0.002285714285714286)]",0.1542857142857143
2793,issre-issre2024,10_1109-ISSRE62328_2024_00018,6,498,183,"[('FFFFFF', 0.6707924594553075), ('EAEAF2', 0.059055895714003555), ('857AAB', 0.017348080847982093), ('B55D60', 0.01564728860798385), ('CC8963', 0.013803849276888977), ('5F9E6E', 0.01278337393289003), ('5975A4', 0.012487106897535497), ('DADADA', 0.004751245418833805), ('EFEFF5', 0.004652489740382294), ('F6F6FA', 0.004619571180898457)]",0.3012377378365904
2794,issre-issre2024,10_1109-ISSRE62328_2024_00012,5,508,207,"[('FFFFFF', 0.7966925329985926), ('FEFEFE', 0.01135455894100194), ('FFFFFE', 0.0060291376621400584), ('C4C4C4', 0.004098672448552627), ('FEFFFF', 0.004041614363421963), ('EFEFEF', 0.004032104682566853), ('E9E9E9', 0.003917988512305527), ('EDEDED', 0.0032713302141580127), ('F5F5F5', 0.0031857430864620185), ('FEFFFE', 0.0030906462779109133)]",0.1272490395222315
2795,issre-issre2024,10_1109-ISSRE62328_2024_00018,4,1004,433,"[('FFFFFF', 0.8216395388423212), ('0050EF', 0.025454762934405566), ('000000', 0.012511156298593156), ('008A00', 0.007726599376167386), ('BFBFBF', 0.004476321043769495), ('4472C4', 0.003804642860428954), ('009900', 0.0035470128722983356), ('FFC000', 0.0030593561090510937), ('404040', 0.002544096132789857), ('CBCBCB', 0.00240147953221755)]",0.1667510098175438
2796,issre-issre2024,10_1109-ISSRE62328_2024_00030,9,465,491,"[('FFFFFF', 0.8798677266057858), ('A9A8A8', 0.004594529487769091), ('8B8B8A', 0.002544729868821584), ('C5C5C4', 0.00153734971421063), ('CCCCCC', 0.0013928125615925366), ('BCBBBB', 0.0012789348049843418), ('FEFEFE', 0.0011562972209447474), ('E2E2E2', 0.001077458774062151), ('FDFDFD', 0.0010511792917679522), ('171615', 0.0010424194643365527)]",0.1009526312331646
2797,issre-issre2024,10_1109-ISSRE62328_2024_00013,1,446,444,"[('FFFFFF', 0.359173635518927), ('DAE3F5', 0.2918989617420111), ('2C2427', 0.09126166525269665), ('DBE4F6', 0.008241425281784027), ('2B2326', 0.0056356805235729), ('D9E2F5', 0.003262230840706177), ('DDE6F8', 0.003110734052438088), ('DCE5F7', 0.002742091867652406), ('2D2528', 0.0027067426170565186), ('D9E2F4', 0.00268654304528744)]",0.6232224376843212
2798,issre-issre2024,10_1109-ISSRE62328_2024_00029,2,491,978,"[('FFFFFF', 0.8823880982428082), ('000000', 0.010212454029379548), ('959595', 0.0019304536878537602), ('DFDFDF', 0.0019262887392284015), ('0D0D0D', 0.0019096289447269668), ('404040', 0.0016055876950757813), ('FCFCFC', 0.0015181237739432484), ('FDFDFD', 0.0014410722243741124), ('F8F8F8', 0.0014077526353712428), ('A0A0A0', 0.0013536083032415795)]",0.1039737774834601
2799,issre-issre2024,10_1109-ISSRE62328_2024_00028,1,961,256,"[('FFFFFF', 0.3656266259105099), ('DBEEF3', 0.2177297411550468), ('FFD9A8', 0.0727229123309053), ('ADDA9C', 0.04513527575442248), ('000000', 0.017588286940686784), ('F9F9F9', 0.012751203173777315), ('8B8B8B', 0.01175126821019771), ('070707', 0.007255625650364204), ('757575', 0.007121488033298647), ('020202', 0.006007739334027055)]",0.6137486992715921
2800,issre-issre2024,10_1109-ISSRE62328_2024_00032,2,433,236,"[('FFFFFF', 0.8976690022311817), ('E3000D', 0.004618937644341801), ('E0ECF6', 0.004247074020432928), ('0868B4', 0.003317414960660743), ('FDEBEC', 0.002377970016048851), ('ECF3F9', 0.0020550358163385135), ('8B8B8A', 0.0020354640466590987), ('A9A8A8', 0.0020354640466590987), ('FBDFE1', 0.00199632050730027), ('171615', 0.001839746349864955)]",0.0932986260617685
2801,issre-issre2024,10_1109-ISSRE62328_2024_00014,4,939,263,"[('FFFFFF', 0.6739837299610864), ('F7F7F7', 0.03356454767429148), ('F5F5F5', 0.026433751624776784), ('DAE8FC', 0.024012277441012), ('CBE7CF', 0.01353272027114032), ('FFF2CC', 0.012759306275991367), ('FEFEFE', 0.011423041258194747), ('EDEDED', 0.006859493758022652), ('FDFDFD', 0.0064667128285490994), ('808080', 0.0055961159230149375)]",0.2300602938973148
2802,issre-issre2024,10_1109-ISSRE62328_2024_00014,2,472,195,"[('FFFFFF', 0.8841264667535854), ('EBEBEB', 0.022381573229030855), ('EAEAEA', 0.017405475880052153), ('808080', 0.008355063016079965), ('7A7A7A', 0.004737070838765754), ('5E9DC9', 0.0026944806605823557), ('000000', 0.0020860495436766623), ('707070', 0.0015645371577574967), ('5799C7', 0.0013798348544111255), ('5497C6', 0.0012059973924380704)]",0.1106366797044762
2803,issre-issre2024,10_1109-ISSRE62328_2024_00012,6,356,567,"[('FFFFFF', 0.7347462497275231), ('FEFEFE', 0.02325961595624517), ('FFFFFE', 0.0047410974377266515), ('FDFDFD', 0.004493391197511048), ('FEFFFF', 0.004007886966688465), ('E9E9E9', 0.0036511899807779957), ('FCFCFC', 0.0033985296157580803), ('F5F5F5', 0.003304401244476151), ('FEFFFE', 0.0029328418841527456), ('E6E6E6', 0.0028139428888492557)]",0.1642540078869724
2804,issre-issre2024,10_1109-ISSRE62328_2024_00018,5,483,219,"[('FFFFFF', 0.6366223281053537), ('5975A4', 0.1023379373587831), ('CC8963', 0.07276629134878093), ('EAEAF2', 0.0213089802130898), ('EBEBF2', 0.004159694451534832), ('EDEDED', 0.004055702090246462), ('414141', 0.00393280202690566), ('6F6F6F', 0.0039044404738270136), ('5874A3', 0.003233217050965711), ('FEFEFE', 0.0029874169242841073)]",0.3424657534246562
2805,issre-issre2024,10_1109-ISSRE62328_2024_00014,5,485,204,"[('FFFFFF', 0.49985850010107136), ('CAD5EB', 0.11520113199919142), ('D7D6D6', 0.05765110167778452), ('FBE6E5', 0.016565595310289064), ('EAE9E9', 0.011148170608449566), ('99A1BD', 0.008479886800080856), ('555353', 0.008146351324034769), ('D1CFCF', 0.006387709723064483), ('000000', 0.005720638770972306), ('75FBFD', 0.004457246816252274)]",0.4814635132403477
2806,issre-issre2024,10_1109-ISSRE62328_2024_00019,3,429,282,"[('DAE8FC', 0.2991948949395758), ('FFFFFF', 0.20483889632825802), ('D5E8D4', 0.13828960637471277), ('F8CECC', 0.09739787399361867), ('FFF2CC', 0.0729223495180942), ('F5F5F5', 0.0335102249995867), ('E51400', 0.013787630808907405), ('E3C800', 0.013605779563226372), ('60A917', 0.013423928317545339), ('1BA1E2', 0.013415662351832565)]",0.760816016135165
2807,issre-issre2024,10_1109-ISSRE62328_2024_00032,6,481,200,"[('FFFFFF', 0.6383056133056133), ('FBE5D6', 0.018243243243243244), ('FEFEFE', 0.013846153846153847), ('F2F2F2', 0.011517671517671517), ('EAEAEA', 0.010706860706860707), ('FCFCFC', 0.0091995841995842), ('DBDBDB', 0.006808731808731809), ('919191', 0.006237006237006237), ('FCE6D7', 0.00606029106029106), ('818181', 0.005467775467775468)]",0.3115488565488559
2808,issre-issre2024,10_1109-ISSRE62328_2024_00029,3,471,115,"[('FFFFFF', 0.8660389550447706), ('EDEDED', 0.005040155081694821), ('ECECEC', 0.0031939444290593555), ('909090', 0.0028800886181113267), ('ADADAD', 0.0027139296593741346), ('7B7B7B', 0.00269546755284778), ('8E8E8E', 0.0026770054463214252), ('969696', 0.0026585433397950707), ('FBFBFB', 0.0025662328071632975), ('C0C0C0', 0.0025662328071632975)]",0.1190990492015168
2809,issre-issre2024,10_1109-ISSRE62328_2024_00022,1,921,483,"[('FFFCF6', 0.3625571268964556), ('FEF8F8', 0.19589158422184905), ('FBF7FB', 0.113712028738229), ('FFFFFF', 0.1045807172418134), ('F4F6F6', 0.07361248800138476), ('7F7F7F', 0.007263236692496004), ('3B3838', 0.004642087208295961), ('0D0D0D', 0.004628599303574519), ('000000', 0.0035203431322961133), ('767171', 0.0031966334189815282)]",0.1414049451154725
2810,issre-issre2024,10_1109-ISSRE62328_2024_00031,1,487,150,"[('FFFFFF', 0.8113483915126626), ('000000', 0.030088980150581795), ('2F88FF', 0.014893908281998632), ('CCCCCC', 0.014264202600958249), ('29CC6A', 0.00948665297741273), ('0099FF', 0.006694045174537987), ('FBCABB', 0.006009582477754963), ('F24E1E', 0.004544832306639288), ('404040', 0.0015331964407939767), ('BFBFBF', 0.0014921286789869952)]",0.1805065023956211
2811,issre-issre2024,10_1109-ISSRE62328_2024_00015,3,881,504,"[('FFFFFF', 0.8360133686467398), ('FEFEFE', 0.011584959371565501), ('FDFDFD', 0.006882510855269084), ('FCFCFC', 0.004477235464749653), ('FBFBFB', 0.002621479920004324), ('FFFEFF', 0.0024458137397978487), ('FAFAFA', 0.002247626254436697), ('FFFFFE', 0.001979622723096049), ('888888', 0.0017116191917554006), ('F1F1F1', 0.0015517179251571987)]",0.0779665063150217
2812,issre-issre2024,10_1109-ISSRE62328_2024_00012,1,493,329,"[('FFFFFF', 0.5557932637471716), ('DAE3F5', 0.17541631472838584), ('F2F2F2', 0.12288143430519677), ('000000', 0.007028490046055106), ('C0C0C0', 0.002774403965548068), ('C8C8C8', 0.002262680567458091), ('9D9D9D', 0.002046893592359908), ('EFEFEF', 0.0018742640122813615), ('A0A0A0', 0.0018249412751160626), ('8B8C8F', 0.0016831384057658279)]",0.3155422110150004
2813,issre-issre2024,10_1109-ISSRE62328_2024_00016,7,448,316,"[('FFFFFF', 0.8162155289330922), ('FEFEFE', 0.007904328661844484), ('FFFEFF', 0.006046564195298373), ('FEFFFF', 0.005756950723327305), ('F1F1F1', 0.005396699819168174), ('000000', 0.00481747287522604), ('FFFFFE', 0.004188799728752261), ('0B0B0B', 0.0029031984629294756), ('F0F0F0', 0.002839624773960217), ('9B9B9B', 0.002783114828209765)]",0.1241735420434063
2814,issre-issre2024,10_1109-ISSRE62328_2024_00020,2,397,227,"[('FFFFFF', 0.5764489175423606), ('70AD47', 0.0548053129750663), ('4472C4', 0.04971204740398806), ('D0CECE', 0.04185576848389352), ('D2D2D2', 0.011939768528279274), ('D0D0D0', 0.008277943607896226), ('D1D1D1', 0.008200268533827495), ('CACACA', 0.006746635004826951), ('CECECE', 0.006502513343468081), ('CFCFCF', 0.00642483826939935)]",0.4086374682364441
2815,issre-issre2024,10_1109-ISSRE62328_2024_00022,3,496,292,"[('FFFFFF', 0.6249516681396377), ('F8F9F5', 0.11955230888201503), ('F9DDD6', 0.04446531153336279), ('C7E1C3', 0.04178634555899249), ('212930', 0.017081860362350862), ('E3E4E5', 0.011889637649138312), ('323232', 0.011779164825452939), ('DDDFDC', 0.010840145824127265), ('F0F1F1', 0.0036870304904993373), ('E9EBE8', 0.0033348983650022096)]",0.2481495802032701
2816,issre-issre2024,10_1109-ISSRE62328_2024_00025,6,448,114,"[('FFFFFF', 0.85187578320802), ('9C9C9C', 0.007597117794486215), ('F0F0F0', 0.005756578947368421), ('FEFEFE', 0.004483865914786968), ('E3E3E3', 0.00419016290726817), ('868686', 0.004151002506265664), ('6F6F6F', 0.003955200501253133), ('898989', 0.00393562030075188), ('FDFDFD', 0.002702067669172932), ('9A9A9A', 0.002388784461152882)]",0.1316964285714286
2817,issre-issre2024,10_1109-ISSRE62328_2024_00020,7,476,209,"[('EAEAF2', 0.4687085360459973), ('FFFFFF', 0.375758916006594), ('F5F5F9', 0.02697921273772667), ('F4F4F8', 0.017721442644043264), ('FF7254', 0.0019802179244903704), ('C8C8C8', 0.0018595955128462868), ('D7301F', 0.0015278838808250573), ('242424', 0.0014173133368179807), ('000000', 0.0014173133368179807), ('ADADAD', 0.001346950263358932)]",0.5708757187085362
2818,issre-issre2024,10_1109-ISSRE62328_2024_00019,4,431,168,"[('DAE8FC', 0.5938570323721136), ('FFFFFF', 0.10540271793172025), ('D5E8D4', 0.09591481604242626), ('FFF2CC', 0.07287868743785217), ('F8CECC', 0.007982543365373991), ('91AACF', 0.005869517180422053), ('88A4CE', 0.005869517180422053), ('D7C27F', 0.002651640702684786), ('E0C573', 0.002651640702684786), ('272A2D', 0.002209700585570655)]",0.8932162192022981
2819,issre-issre2024,10_1109-ISSRE62328_2024_00017,2,435,94,"[('FFFFFF', 0.8024455857177794), ('FEFEFE', 0.014526779163609685), ('C2C2C2', 0.007336757153338224), ('AFAFAF', 0.0058938615798483735), ('FAFAFA', 0.005184641721692345), ('757575', 0.005135730007336757), ('E3E3E3', 0.005086818292981169), ('ECECEC', 0.005037906578625581), ('D6D6D6', 0.0049889948642699924), ('858585', 0.004842259721203228)]",0.1642455368060645
2820,issre-issre2024,10_1109-ISSRE62328_2024_00025,5,498,329,"[('FFFFFF', 0.7819911866310225), ('FFF2CC', 0.030608757217319125), ('E1D5E7', 0.00673819899659428), ('DAE8FC', 0.006548992321871071), ('909090', 0.004186960608391011), ('DCDCDC', 0.0035766164963806596), ('F8CECC', 0.0033629960571770366), ('8E8E8E', 0.0032836513226156905), ('B9B9B9', 0.0029479620610099976), ('8B8B8B', 0.0029174448554094797)]",0.2009557988794093
2821,issre-issre2024,10_1109-ISSRE62328_2024_00020,10,342,245,"[('EAEAF2', 0.5615586585511397), ('FFFFFF', 0.30470223176990097), ('FAFAFC', 0.028237259816207186), ('005164', 0.004332259219477264), ('262626', 0.0038310060866451846), ('FEFEFE', 0.0033058837570115766), ('E8DFE6', 0.002625611648168039), ('C44E52', 0.0024107888769542905), ('D8D8DB', 0.001861797350519155), ('065568', 0.00115765604487409)]",0.6543501611170781
2822,issre-issre2024,10_1109-ISSRE62328_2024_00030,6,464,285,"[('FFFFFF', 0.88489110707804), ('C5C5C4', 0.006828493647912885), ('E2E2E2', 0.005694192377495463), ('A9A8A8', 0.003962492437991531), ('E4E4E3', 0.0017090139140955838), ('AEAEAD', 0.001353599516031458), ('FDFDFD', 0.0012855414398064125), ('FEFEFE', 0.0012779794313369632), ('939292', 0.0011872353297035692), ('D6D6D6', 0.001073805202661827)]",0.0962719298245619
2823,issre-issre2024,10_1109-ISSRE62328_2024_00029,7,473,72,"[('FFFFFF', 0.7970695325346489), ('FFFFFE', 0.009073291050035235), ('FEFEFE', 0.008838383838383838), ('FEFFFE', 0.006195677707305614), ('FEFFFF', 0.004903688043222927), ('FEFEFD', 0.0038172421893352126), ('FFFEFE', 0.002965703547098896), ('FEFEFF', 0.0018498942917547568), ('FFFFFD', 0.0018498942917547568), ('FFFEFF', 0.001644350481559784)]",0.1373619920131529
2824,issre-issre2024,10_1109-ISSRE62328_2024_00029,8,473,68,"[('FFFFFF', 0.8998569829623181), ('000000', 0.004290511130456411), ('FFFFFE', 0.0011503544335281681), ('D4D4D4', 0.000932719810968785), ('080808', 0.0008083571695062803), ('EBEBEB', 0.0006218132073125233), ('3C3C3C', 0.0006218132073125233), ('FFFFFD', 0.0006218132073125233), ('272727', 0.0006218132073125233), ('B9B9B9', 0.0005907225469468972)]",0.0879243875139882
2825,issre-issre2024,10_1109-ISSRE62328_2024_00016,8,495,226,"[('FFFFFF', 0.6294806471797623), ('EFEFEF', 0.14716188433002592), ('FEFEFE', 0.011513363725753106), ('F9F9F9', 0.007240547063555913), ('96A584', 0.004406900867077858), ('EEEEEE', 0.00391525878251542), ('FDFDFD', 0.0038795029945472423), ('848484', 0.0036917851077143114), ('DDDDDD', 0.0036470903727540897), ('DADADA', 0.0036202735317779565)]",0.3146598730669502
2826,issre-issre2024,10_1109-ISSRE62328_2024_00028,2,463,179,"[('FFFFFF', 0.5837204532017327), ('C5E5BA', 0.15281682493333495), ('FFE494', 0.10490244579316337), ('F5A25D', 0.06481894856232731), ('D6D6D6', 0.003981804360679079), ('FDFDFD', 0.002992386307419429), ('000000', 0.002847593421576553), ('C6E5BA', 0.002220157582924092), ('F5A25E', 0.002220157582924092), ('4C4C4C', 0.0014479288584287558)]",0.408967506063202
2827,issre-issre2024,10_1109-ISSRE62328_2024_00014,9,400,84,"[('FFFFFF', 0.6658035714285714), ('D7D6D6', 0.11056547619047619), ('D3DDEC', 0.04306547619047619), ('6C8EBF', 0.034136904761904764), ('BFBFBF', 0.029642857142857144), ('000000', 0.02255952380952381), ('DAE3EF', 0.018958333333333334), ('C4C3C3', 0.015208333333333334), ('B2B2B2', 0.014642857142857143), ('8A8989', 0.007738095238095238)]",0.334077380952381
2828,issre-issre2024,10_1109-ISSRE62328_2024_00018,1,469,224,"[('FFFFFF', 0.752950807188547), ('FFE6CC', 0.02706175753883643), ('000000', 0.011746116356990558), ('DFDFEC', 0.009356914407554066), ('D3D3D3', 0.00849070971672251), ('DFDFDF', 0.008205147730734086), ('000066', 0.0069581937252512945), ('D79B00', 0.004616585440146208), ('D3D3E5', 0.003817011879378617), ('AFAFC1', 0.0037503807493146513)]",0.2425563508985695
2829,issre-issre2024,10_1109-ISSRE62328_2024_00032,3,479,278,"[('FFFFFF', 0.5014268334810231), ('F9F9F9', 0.33541851278893375), ('000000', 0.023918234931887477), ('BBBBBB', 0.010994127453778105), ('BFBFBF', 0.010603625658971778), ('595959', 0.006338144515702678), ('EAEAEA', 0.006330634865802556), ('DFDFDF', 0.004565867139273967), ('F1F1F1', 0.004070230245865938), ('EBEBEB', 0.0039425661975638696)]",0.1524909508718706
2830,issre-issre2024,10_1109-ISSRE62328_2024_00017,3,479,258,"[('FFFFFF', 0.8121490184654723), ('D0CECE', 0.07323882118755158), ('FBFBFB', 0.003746500299396352), ('D1CFCF', 0.003366186014144455), ('FEFEFE', 0.003350002427537991), ('CECCCC', 0.002338528264634008), ('E9E8E8', 0.0023142528847243126), ('FCFCFC', 0.0019258468061691832), ('000000', 0.0018853878396530238), ('FDFDFD', 0.001642634040556068)]",0.161544561505723
2831,issre-issre2024,10_1109-ISSRE62328_2024_00020,1,445,83,"[('FFFFFF', 0.5761202111818059), ('EFF3FA', 0.02141600108298362), ('4472C4', 0.015026397725734398), ('EEF2FA', 0.014809801001759848), ('FDFDFD', 0.00901583863544064), ('E2ECE1', 0.008068227968051983), ('000000', 0.007012318938676053), ('EDF2FA', 0.006443752538242859), ('EFF2FA', 0.0063083795857587655), ('FEFEFE', 0.005035873832408284)]",0.3820766210911074
2832,issre-issre2024,10_1109-ISSRE62328_2024_00032,5,491,237,"[('FFFFFF', 0.5491505323674237), ('CAD8F5', 0.029690548007596657), ('FEFEFE', 0.02497271563243875), ('FDFDFD', 0.018020572842816263), ('7391DA', 0.013981627093591825), ('FFFFFE', 0.009289575223216204), ('FCFCFC', 0.007424785377297688), ('FE0000', 0.007321663358168553), ('FEFFFF', 0.006883394776869731), ('EDEDED', 0.00501001142935712)]",0.2685383313138531
2833,issre-issre2024,10_1109-ISSRE62328_2024_00031,2,496,829,"[('E6E6E6', 0.9136639557959454), ('FFFFFF', 0.014047239192186466), ('909090', 0.00201369703101288), ('575757', 0.0017923849177010778), ('ACACAC', 0.0017218568815907233), ('737373', 0.0016367368380092611), ('414141', 0.0013838087085100588), ('3A3A3A', 0.0013327366823611814), ('C9C9C9', 0.0013254406786256275), ('E1E1E1', 0.0012305926300634265)]",0.9859527608078136
2834,wcre-saner2024,10_1109-SANER60148_2024_00101,4,1011,323,"[('FFFFFF', 0.8721187678569788), ('E4E4E5', 0.021745321586388734), ('25292E', 0.01847173353176973), ('EEEEEF', 0.014254960144295106), ('EFEFEF', 0.004308642088726792), ('B4B4B2', 0.003037791721405101), ('757373', 0.003025542561238145), ('979797', 0.003025542561238145), ('FDFDFD', 0.0017148824233738475), ('FBFBFB', 0.0017026332632068914)]",0.1165691327288369
2835,wcre-saner2024,10_1109-SANER60148_2024_00063,2,1032,418,"[('FFFFFF', 0.778351136827269), ('FAD7AC', 0.011345091057453358), ('B1DDF0', 0.00706344349245206), ('FEFEFE', 0.004963187567226735), ('000000', 0.003444790623493194), ('E8E8E8', 0.0028304773561811506), ('010101', 0.0025267979674344423), ('FCFCFC', 0.0023992989874262825), ('FDFDFD', 0.002396980824153407), ('F8F8F8', 0.0023367085790586403)]",0.1740523348540457
2836,wcre-saner2024,10_1109-SANER60148_2024_00094,2,378,376,"[('FFFFFF', 0.5878996397613419), ('FFDA56', 0.09450636046380727), ('B4D285', 0.07012692783969379), ('8A9BB5', 0.06771361026680175), ('E3EAF9', 0.05293819655521783), ('C1CFEE', 0.026173590003377236), ('FFE897', 0.013945176179218732), ('FCD2B3', 0.004629629629629629), ('FFFDFB', 0.0034616683552853764), ('FFFDF6', 0.00320133963750985)]",0.4006458966565346
2837,wcre-saner2024,10_1109-SANER60148_2024_00101,2,478,411,"[('FFFFFF', 0.8879811460973847), ('E3000D', 0.004285903348298364), ('6E6E6D', 0.002137861527654766), ('6B6A69', 0.0016950187826405643), ('171615', 0.0016899286361461484), ('8B8B8A', 0.0016848384896517323), ('E2E2E2', 0.0016644779036740678), ('A9A8A8', 0.0016033961457410744), ('C5C5C4', 0.001206364719176618), ('FEFEFE', 0.0011300125217603763)]",0.0998432234879721
2838,wcre-saner2024,10_1109-SANER60148_2024_00093,11,487,200,"[('FFFFFF', 0.9218480492813141), ('515050', 0.009640657084188911), ('4E4D4C', 0.0037782340862423), ('5F1539', 0.0016119096509240247), ('A9A8A8', 0.0013963039014373716), ('8B8B8A', 0.0013655030800821355), ('C5C5C4', 0.0012833675564681724), ('807F7F', 0.0012217659137577002), ('E2E2E2', 0.0010985626283367556), ('FEFEFE', 0.0007802874743326488)]",0.0706365503080082
