,conf,doi,fig_num,width,height,colors,visual_density
529,icst-icst2024,10_1109-ICST60714_2024_00027,3,1010,235,"[('FFFFFF', 0.6044828312618495), ('FFF8F9', 0.03764061512534232), ('FEFEFE', 0.016966505161154413), ('F3F7E5', 0.01696229197387824), ('FCF0F1', 0.014847271961238678), ('EFE4C3', 0.010933220981672636), ('FFF4D1', 0.00888139877817569), ('DFDBF0', 0.007861807457341479), ('FFFBF0', 0.0077901832736465134), ('E4F0FB', 0.005114809353275753)]",0.3186349273225244
530,icst-icst2024,10_1109-ICST60714_2024_00058,1,1066,321,"[('FFFFFF', 0.896164658986633), ('000000', 0.010818677561326297), ('404040', 0.006829618979151689), ('A0A0A0', 0.004807327009287347), ('3C3C3C', 0.004208237625151234), ('DFDFDF', 0.0014787279432823084), ('9F9F9F', 0.0013501429047360208), ('BFBFBF', 0.0013092294833803838), ('FEFEFE', 0.0011747996703547195), ('FDFDFD', 0.0009088624315430789)]",0.0952259882052453
531,icst-icst2024,10_1109-ICST60714_2024_00016,1,460,77,"[('FFFFFF', 0.07447769621682665), ('282726', 0.021936758893280634), ('292827', 0.017843026538678714), ('292927', 0.01662902315076228), ('282826', 0.016177300959909654), ('282827', 0.012676453980801807), ('292928', 0.00815923207227555), ('272726', 0.006380575945793337), ('282927', 0.0062676453980801804), ('272725', 0.003896103896103896)]",0.9255223037831734
532,icst-icst2024,10_1109-ICST60714_2024_00025,1,495,209,"[('FEFEFE', 0.28613406795224977), ('FFFFFF', 0.14048620173022086), ('FDFDFE', 0.019061427673867867), ('FDFDFD', 0.014731042482238655), ('FDFCFD', 0.010458653520854478), ('FEFEFD', 0.009376057222947175), ('FEFDFD', 0.00704654197477164), ('FEFEFC', 0.0064762457106954715), ('FEFDFC', 0.0062732589048378525), ('FDFDFC', 0.005944613600115992)]",0.2695858102556783
533,icst-icst2024,10_1109-ICST60714_2024_00013,2,507,133,"[('FEFEFE', 0.5656745413830434), ('FFFFFF', 0.05918642760748024), ('FDFDFD', 0.02056917441532826), ('FDFDFE', 0.010736901425160535), ('FEFDFD', 0.009995402707953314), ('FDFCFC', 0.009802613041479438), ('FDFDFC', 0.0076374367872343585), ('FEFEFD', 0.007118387685189305), ('FDFCFB', 0.006213759250196497), ('FEFDFC', 0.00578368999421631)]",0.1768919339769591
534,icst-icst2024,10_1109-ICST60714_2024_00014,1,1010,298,"[('FEFEFE', 0.4908698252375573), ('FFFFFF', 0.10305335902717788), ('F5F8E8', 0.030593394909960794), ('FDFDFE', 0.017712140341550935), ('FDFDFD', 0.014273373646089441), ('FEFDFD', 0.007033689946175825), ('FEFEFD', 0.005216293441424679), ('F5F7E8', 0.004890690411323012), ('FBEFEE', 0.004860788092232042), ('FDFCFD', 0.004093295235563825)]",0.279051764236833
535,icst-icst2024,10_1109-ICST60714_2024_00012,12,497,210,"[('FFFFFF', 0.8665421098016671), ('171615', 0.017006802721088437), ('515050', 0.010462776659959759), ('4A4948', 0.0038133563284468716), ('9C9B9B', 0.0026731819488358725), ('E2E2E2', 0.0019450033534540577), ('A9A8A8', 0.0018108651911468814), ('FDFDFD', 0.0013605442176870747), ('6E6E6D', 0.0013605442176870747), ('343332', 0.001322219028456453)]",0.1217495448883776
536,icst-icst2024,10_1109-ICST60714_2024_00029,4,495,187,"[('FEFEFE', 0.6069356668287149), ('FFFFFF', 0.16996705018095393), ('75B4A0', 0.027029654837141467), ('FDFDFD', 0.015081294225679252), ('FEFDFD', 0.007562253551558365), ('FDFDFE', 0.006600767028574516), ('FEFEFD', 0.005574461189434452), ('FDFDFC', 0.005185545292497164), ('FEFFFF', 0.004083616917841517), ('F5F4F4', 0.0038243396532166587)]",0.126116782801267
537,icst-icst2024,10_1109-ICST60714_2024_00036,2,939,331,"[('FEFEFE', 0.4969772432587216), ('FDFDFD', 0.03245079775682171), ('FFFFFF', 0.02131212416628862), ('FDFDFC', 0.014973826369249281), ('DCDBDB', 0.012821379046295314), ('FDFCFB', 0.010331103668169197), ('FDFDFE', 0.008902573606298403), ('FEFEFD', 0.008580832601372547), ('FDFBFA', 0.0063865589477782175), ('FDFCFC', 0.006228905855364549)]",0.2084624319115487
538,icst-icst2024,10_1109-ICST60714_2024_00021,8,345,312,"[('FFFFFF', 0.24347826086956523), ('5D5958', 0.002118171683389075), ('272625', 0.0017930137495354886), ('5D5A59', 0.00126347082868822), ('353537', 0.0010126347082868822), ('333335', 0.000984764028242289), ('343436', 0.0008732813080639168), ('5E5B5A', 0.0008454106280193237), ('323234', 0.0008175399479747306), ('333334', 0.0007989594946116685)]",0.7529635823114086
539,icst-icst2024,10_1109-ICST60714_2024_00058,3,508,351,"[('FFFFFF', 0.8994492675595038), ('808080', 0.012349417861228885), ('000000', 0.006965475469412477), ('BFBFBF', 0.0023330417031204435), ('606060', 0.0019853287569823004), ('DFDFDF', 0.0016320075375193485), ('A0A0A0', 0.0014861924310743209), ('404040', 0.001110438118312134), ('FDFDFD', 0.0009870561051663414), ('676767', 0.0009141485519438275)]",0.0923233954730017
540,icst-icst2024,10_1109-ICST60714_2024_00016,2,402,301,"[('FFFFFF', 0.8856713112179964), ('171615', 0.012396489314226211), ('EE5745', 0.0030908580023470684), ('DEDCDD', 0.0028511925422720287), ('2B2A29', 0.002652848713244409), ('CFCFCE', 0.002446240558007306), ('FEFEFE', 0.0023140113386555593), ('343332', 0.002107403183418456), ('515050', 0.002057817226161551), ('6E6E6D', 0.001884266375762384)]",0.0961223781425104
541,icst-icst2024,10_1109-ICST60714_2024_00033,1,495,253,"[('FFFFFF', 0.920637202060127), ('171615', 0.00639597556593604), ('8B8B8A', 0.005302032179502535), ('A9A8A8', 0.0030263105361919593), ('515050', 0.0019004271968698846), ('C5C5C4', 0.0015570727033177626), ('595857', 0.001157823292210644), ('E2E2E2', 0.0011498383039885017), ('6E6E6D', 0.0010460334571006508), ('343332', 0.000966183574879227)]",0.0728470475506049
542,icst-icst2024,10_1109-ICST60714_2024_00017,1,500,1045,"[('FCFCFC', 0.9194296650717704), ('FFFFFF', 0.011887081339712918), ('4E4D4C', 0.003661244019138756), ('504F4F', 0.001955980861244019), ('97A0C9', 0.0012095693779904306), ('C3C3C2', 0.0009435406698564593), ('CACEE3', 0.0008038277511961722), ('E2E5EF', 0.0007330143540669856), ('898988', 0.0007081339712918661), ('B1B8D6', 0.0006717703349282297)]",0.0615770334928229
543,icst-icst2024,10_1109-ICST60714_2024_00012,9,373,120,"[('FFFFFF', 0.7000670241286864), ('939291', 0.011907953529937444), ('FCFCFC', 0.00938337801608579), ('F8F8F8', 0.008601429848078641), ('F6F6F6', 0.008154602323503127), ('F5F5F5', 0.007529043789097408), ('FBFBFB', 0.0072609472743521), ('F4F4F4', 0.006970509383378016), ('EFEFEF', 0.006702412868632708), ('171615', 0.006523681858802502)]",0.2199731903485251
544,icst-icst2024,10_1109-ICST60714_2024_00036,3,495,70,"[('FFFFFF', 0.890966810966811), ('515050', 0.014256854256854258), ('C5C5C4', 0.002712842712842713), ('6E6E6D', 0.0026262626262626263), ('8B8B8A', 0.002453102453102453), ('7D7C7C', 0.002308802308802309), ('7E7D7D', 0.00227994227994228), ('A9A8A8', 0.0021356421356421356), ('E2E2E2', 0.0021067821067821068), ('FEFEFE', 0.0013564213564213564)]",0.0972582972582971
545,icst-icst2024,10_1109-ICST60714_2024_00029,1,471,417,"[('FFFFFF', 0.8492518087440876), ('8B8B8A', 0.00444485176190258), ('A9A8A8', 0.004307382119781882), ('7E7D7D', 0.004037534303767177), ('C5C5C4', 0.003508021608191154), ('E2E2E2', 0.0033705519660704557), ('7D7C7C', 0.0025457341133462656), ('6E6E6D', 0.002097684909397323), ('FEFEFE', 0.001802379752249156), ('FDFDFD', 0.0016547271736750727)]",0.1326734790511534
546,icst-icst2024,10_1109-ICST60714_2024_00029,5,495,185,"[('FEFEFE', 0.5931094731094732), ('FFFFFF', 0.16726180726180725), ('75B4A0', 0.042686322686322685), ('FEFEFF', 0.008583128583128583), ('FDFDFD', 0.008124488124488124), ('FEFEFD', 0.007862407862407862), ('FEFDFD', 0.0067922467922467925), ('F7F2F0', 0.005055965055965056), ('FFFEFC', 0.004291564291564291), ('B3B5B7', 0.003931203931203931)]",0.1558613158613229
547,icst-icst2024,10_1109-ICST60714_2024_00013,1,1010,322,"[('FEFEFE', 0.5661552180062727), ('FFFFFF', 0.03653219359203001), ('FDFDFD', 0.014390258901666564), ('E0DFE1', 0.010811143226123855), ('FEFDFD', 0.010728122501691162), ('FDFDFE', 0.010657401143841092), ('FEFEFD', 0.00810220773630158), ('FDFCFC', 0.0069645163274091385), ('FEFDFC', 0.005288727630527028), ('FDFCFD', 0.005193407539511715)]",0.2478291617981706
548,icst-icst2024,10_1109-ICST60714_2024_00020,6,279,129,"[('FFFFFF', 0.6911727931982996), ('6CB49C', 0.08127031757939485), ('ED926A', 0.059931649579061434), ('DADADA', 0.02756244616709733), ('99A6C9', 0.02217220971909644), ('FAFAFA', 0.021366452724292183), ('F9F9F9', 0.00966908393765108), ('636362', 0.0037787224583923757), ('959594', 0.003500875218804701), ('6FB69E', 0.002778472395876747)]",0.2696229612958795
549,icst-icst2024,10_1109-ICST60714_2024_00012,4,712,79,"[('FFFFFF', 0.832989617408619), ('ACA9A8', 0.019147347461243067), ('0A0807', 0.015787227990328546), ('FEFEFE', 0.010204807282036694), ('D6D4D4', 0.003911250177784099), ('EAE9E9', 0.003520125160005689), ('C1BFBE', 0.0027734319442469066), ('C2C1C1', 0.0024889773858626086), ('2072B7', 0.0019200682690940123), ('DFEBF5', 0.0014933864315175651)]",0.1426717394396227
550,icst-icst2024,10_1109-ICST60714_2024_00022,4,456,528,"[('F6FAFE', 0.5559085925039873), ('FFFFFF', 0.33245697102605), ('DDDFE1', 0.023142610313662944), ('29B6EE', 0.003816952418926103), ('8B8B8A', 0.0037754186602870815), ('C2E9FA', 0.003555289739500266), ('868585', 0.003355927698032961), ('828385', 0.0031399521531100478), ('868889', 0.002932283359914939), ('F1BBC1', 0.002541866028708134)]",0.1051759370015946
551,icst-icst2024,10_1109-ICST60714_2024_00023,6,311,87,"[('FFFFFF', 0.8597035887201094), ('171615', 0.01925564548915253), ('FDFDFD', 0.002217540747311232), ('FEFEFE', 0.0021436227224008574), ('8B8B8A', 0.0020327456850352957), ('C5C5C4', 0.0019957866725801086), ('F9F9F9', 0.0019588276601249215), ('201F1E', 0.0017370735853937983), ('242322', 0.001700114572938611), ('262625', 0.001663155560483424)]",0.1237757327124218
552,icst-icst2024,10_1109-ICST60714_2024_00024,3,496,476,"[('FFFFFF', 0.20652615885063702), ('FBFDFE', 0.009746035510978584), ('0A0807', 0.00836524125779344), ('E1000E', 0.006501592572512876), ('F1F2F8', 0.005866257793439957), ('FAFDFE', 0.005391874491732177), ('FEFEFE', 0.0052436297099484955), ('2E2F30', 0.0035536391976145297), ('FDFEFE', 0.003219029547302792), ('292826', 0.0025413391162916778)]",0.73921625101654
553,icst-icst2024,10_1109-ICST60714_2024_00019,2,497,415,"[('FEFEFE', 0.21996557659208263), ('FFFFFF', 0.1850282417395942), ('FDFDFD', 0.048808513733000415), ('FDFDFC', 0.01614506314998424), ('FEFDFD', 0.015902644784368865), ('FDFCFC', 0.015432353155075029), ('FDFDFE', 0.015267508666456571), ('FEFEFD', 0.011127002981745897), ('FFFFFE', 0.008862815446898258), ('FDFCFB', 0.008824028508399796)]",0.282048920026186
554,icst-icst2024,10_1109-ICST60714_2024_00022,3,412,248,"[('FFFFFF', 0.7421116504854369), ('105390', 0.08958072345756342), ('D4D1D2', 0.0630089257751331), ('8B8B8A', 0.006479016598809896), ('81807F', 0.0045999060444722835), ('F1F1F0', 0.0022608048856874413), ('D1CECF', 0.0015952865643595365), ('FBFBFB', 0.0015854995302223614), ('D2CFD0', 0.00138975884747886), ('D3D0D1', 0.0013114625743814595)]",0.2497259630441592
555,icst-icst2024,10_1109-ICST60714_2024_00034,6,998,272,"[('FEFEFE', 0.5371036190027113), ('FFFFFF', 0.15320714959330425), ('DAE6F2', 0.02555110220440882), ('FDFDFD', 0.025120093127431332), ('FCE8D5', 0.014035423788753979), ('DFD5C8', 0.010200548155133797), ('DBE7F2', 0.00827021690439703), ('FDFDFE', 0.007769214900389013), ('FDFDFC', 0.006417246257220323), ('FEFDFD', 0.005757839207827419)]",0.1901892019332739
556,icst-icst2024,10_1109-ICST60714_2024_00058,4,1048,297,"[('FFFFFF', 0.670509162875575), ('1F77B4', 0.033326265196494204), ('D7A573', 0.029763281671678618), ('F9BDBF', 0.02411841056879225), ('ADDFB0', 0.0240316652530393), ('E1A97D', 0.017104891150692678), ('C7D881', 0.016786824992931864), ('F5B582', 0.01417803994139872), ('83BCC2', 0.014094507415118102), ('ACCCE9', 0.010811036574395354)]",0.3002158994525403
557,icst-icst2024,10_1109-ICST60714_2024_00029,2,503,137,"[('FFFFFF', 0.7230630813658196), ('FEFEFE', 0.03992105759602966), ('0A0807', 0.02252180348565541), ('FDFDFD', 0.00441148728069539), ('252422', 0.0042953955101507745), ('252523', 0.002394392767482695), ('FDFCFC', 0.0021476977550753873), ('666564', 0.0019445371566223098), ('292726', 0.0018864912713500023), ('FEFDFD', 0.0016107733163065402)]",0.1965578790033542
558,icst-icst2024,10_1109-ICST60714_2024_00020,10,458,373,"[('FFFFFF', 0.43839633796551036), ('FEFEFE', 0.27129259983375675), ('2E99D5', 0.01760773616493204), ('252423', 0.01537164733015676), ('FDFDFD', 0.013843848414250091), ('383533', 0.01173068592903052), ('FDFDFE', 0.00563705117248323), ('FEFDFD', 0.005578514815551939), ('2F98D4', 0.005028273060397813), ('E2000D', 0.004319983141529204)]",0.2067387054099272
559,icst-icst2024,10_1109-ICST60714_2024_00012,11,496,193,"[('FFFFFF', 0.8708006017048303), ('171615', 0.0162648336954705), ('515050', 0.01078054487715193), ('4A4948', 0.0039069028915259905), ('343332', 0.0020370215610897545), ('9C9B9B', 0.0020056827678422194), ('6E6E6D', 0.0018907738592679258), ('A9A8A8', 0.0016296172488718035), ('E2E2E2', 0.0015878321912084238), ('C5C5C4', 0.0013371218452281465)]",0.118481531004513
560,icst-icst2024,10_1109-ICST60714_2024_00012,13,497,245,"[('FFFFFF', 0.8630476737978894), ('171615', 0.016999958937297253), ('515050', 0.009165195253151563), ('4A4948', 0.003942019463721102), ('9C9B9B', 0.0021434730833983493), ('E2E2E2', 0.0019381595696628753), ('C5C5C4', 0.0018888843263663614), ('334597', 0.0018313965425204286), ('8B8B8A', 0.0014618322177965754), ('A9A8A8', 0.0012729437851599391)]",0.125553319919517
561,icst-icst2024,10_1109-ICST60714_2024_00019,3,495,929,"[('FFFFFF', 0.38191821334986026), ('FEFEFE', 0.23909275749964662), ('FDFDFD', 0.018723293211990736), ('C3CED3', 0.010207565428232812), ('E19D83', 0.010092311706951105), ('E19B81', 0.006960889845712235), ('FDFDFC', 0.006465081384349414), ('FEFEFD', 0.006445509997716672), ('FCFCFC', 0.005575670591816986), ('FEC17E', 0.00542562329429929)]",0.263274292983663
562,icst-icst2024,10_1109-ICST60714_2024_00035,1,1006,298,"[('FFFFFF', 0.8919870041495991), ('8B8B8A', 0.0025584746554231656), ('878686', 0.002438389795455455), ('E2E2E2', 0.0016978664923212403), ('A9A8A8', 0.0016178099190094334), ('97A2CB', 0.0014677038440497952), ('C5C5C4', 0.00140766141406594), ('939EC9', 0.0012942479352075467), ('171615', 0.0011608203130212017), ('FEFEFE', 0.0010307283813895153)]",0.094997131306123
563,icst-icst2024,10_1109-ICST60714_2024_00017,10,496,631,"[('FFFFFF', 0.9411328664178723), ('515050', 0.006358315014569807), ('8B8B8A', 0.0011055160779101273), ('A9A8A8', 0.0010639793466591687), ('C5C5C4', 0.0010320280149276621), ('7D7C7C', 0.0008978324216553346), ('7E7D7D', 0.0008051735596339655), ('6E6E6D', 0.0006773682327079393), ('E2E2E2', 0.0006581974336690354), ('FEFEFE', 0.0005144164408772558)]",0.0519880118603345
564,icst-icst2024,10_1109-ICST60714_2024_00021,7,406,224,"[('FFFFFF', 0.8967056650246306), ('D4D4D4', 0.00834579521463758), ('171615', 0.007982934553131597), ('E2E2E2', 0.007752023223082337), ('E4E7F2', 0.0026719739619985926), ('F8F7DF', 0.002452058409570725), ('DFEDE5', 0.002375087966220971), ('FBDFE1', 0.002309113300492611), ('F3E4F0', 0.0017043455313159746), ('C5BE00', 0.0015284130893736805)]",0.0941128606615059
565,icst-icst2024,10_1109-ICST60714_2024_00010,3,397,191,"[('FFFFFF', 0.7526738496841494), ('A4A1A0', 0.12801508697429675), ('A3A09F', 0.018792778297967744), ('A29F9E', 0.005908185738589157), ('A5A2A1', 0.004404763474751738), ('A7A4A3', 0.003020032442269904), ('A8A5A4', 0.002848589552534058), ('A19E9D', 0.002743086235773537), ('A6A3A2', 0.0026771466627982118), ('A9A6A5', 0.002215569651970934)]",0.2385298112809417
566,icst-icst2024,10_1109-ICST60714_2024_00017,6,493,344,"[('FFFFFF', 0.9125076654559178), ('515050', 0.005808056983819991), ('82AFD4', 0.0031015613944053964), ('74A6CF', 0.0026534270484456814), ('C0D7E9', 0.0019458465021934997), ('E0EBF4', 0.0016687107882447285), ('A2C3DF', 0.001627435256380018), ('639BC9', 0.0012795414878060286), ('73A5CE', 0.001238265955941318), ('FEFEFF', 0.0009257512146799377)]",0.0784588895702624
567,icst-icst2024,10_1109-ICST60714_2024_00025,4,427,216,"[('FFFFFF', 0.5077630323531963), ('DBD9DA', 0.21012230028623471), ('827E7C', 0.20038598317286843), ('FEFEFE', 0.003165929395437592), ('DAD8D9', 0.0028081360048573165), ('817D7B', 0.0025804493017607772), ('DCDADB', 0.002146760343481655), ('7F7B79', 0.0016263335935467083), ('DFDDDE', 0.0015938069216757742), ('DDDBDC', 0.001550438025847862)]",0.4758760516957244
568,icst-icst2024,10_1109-ICST60714_2024_00023,2,477,304,"[('ECECEC', 0.5419218250027584), ('FFFFFF', 0.2722401522674611), ('004799', 0.10725615138475118), ('EEEEEE', 0.009268454154253558), ('FEFEFE', 0.006503089484718084), ('F5F5F5', 0.0033101621979476996), ('F2F2F2', 0.0027653646695354737), ('F1F1F1', 0.002655025929603884), ('D30011', 0.002613648902129538), ('E3E3E3', 0.002530894847180845)]",0.709995310603553
569,icst-icst2024,10_1109-ICST60714_2024_00013,3,960,202,"[('FEFEFE', 0.5416305693069307), ('FFFFFF', 0.160746699669967), ('FDFDFD', 0.02275680693069307), ('FDFDFE', 0.017476278877887788), ('FEFEFD', 0.009632838283828382), ('FDFCFD', 0.007895008250825083), ('FEFDFD', 0.007889851485148515), ('FDFCFC', 0.0074618399339934), ('FDFDFC', 0.005187706270627063), ('FEFDFC', 0.004192450495049505)]",0.1135004125412471
570,icst-icst2024,10_1109-ICST60714_2024_00025,2,456,358,"[('FEFEFE', 0.5635964912280702), ('FDFDFD', 0.02226060962462021), ('FFFFFF', 0.014456532392433597), ('FDFCFC', 0.013090512594335), ('FDFDFE', 0.012306429481525041), ('FEFEFD', 0.011883759678525924), ('FDFDFC', 0.010793394099774575), ('FDFCFD', 0.010505488581789669), ('FEFDFD', 0.009935803195138685), ('FEFDFC', 0.009574389885327845)]",0.161900911496625
571,icst-icst2024,10_1109-ICST60714_2024_00023,7,1000,253,"[('ECECEC', 0.5033715415019763), ('FFFFFF', 0.379699604743083), ('F5F5F5', 0.020059288537549406), ('F7F7F7', 0.014687747035573122), ('004799', 0.005075098814229249), ('F3F3F3', 0.003897233201581028), ('FAFAFA', 0.0037035573122529645), ('EEEEEE', 0.0033280632411067193), ('F0F0F0', 0.0030039525691699606), ('D30011', 0.0022964426877470356)]",0.5736403162055337
572,icst-icst2024,10_1109-ICST60714_2024_00028,3,320,261,"[('FFFFFF', 0.21655890804597702), ('FBFBFB', 0.19086446360153256), ('252423', 0.16224856321839082), ('252422', 0.04467193486590038), ('70B636', 0.026640325670498084), ('252523', 0.014092432950191571), ('F6A914', 0.010500478927203065), ('FBFCFC', 0.006190134099616858), ('252522', 0.005711206896551724), ('FBFBFC', 0.005423850574712644)]",0.5132303639846758
573,icst-icst2024,10_1109-ICST60714_2024_00023,1,445,129,"[('FFFFFF', 0.863931713265395), ('171615', 0.021165403710478183), ('C5C5C4', 0.005400226461109659), ('A9A8A8', 0.0026130128037627383), ('E2E2E2', 0.0016549081090497344), ('8B8B8A', 0.0015852277676160612), ('6E6E6D', 0.0015155474261823883), ('FAFAFA', 0.0011845658043724413), ('343332', 0.0011845658043724413), ('FDFDFD', 0.001167145719014023)]",0.1250413727027262
574,icst-icst2024,10_1109-ICST60714_2024_00023,3,409,267,"[('ECECEC', 0.9006803842385283), ('FFFFFF', 0.030722599195992784), ('EEEEEE', 0.012032636466031152), ('004799', 0.0042947538071298405), ('D30011', 0.0028570643663635613), ('E3E3E3', 0.002646447441920094), ('009261', 0.0025457176084906093), ('E3949A', 0.000970669303956851), ('94CAB8', 0.000723423349175389), ('EBEBEB', 0.0005585927126544142)]",0.9692774008040071
575,icst-icst2024,10_1109-ICST60714_2024_00032,4,350,252,"[('FFFFFF', 0.5268027210884354), ('FEFFFF', 0.10454648526077097), ('C6C2C2', 0.08543083900226757), ('FAFAFB', 0.08195011337868481), ('FEFEFE', 0.03223356009070295), ('FBFBFC', 0.02600907029478458), ('E4E3E4', 0.017970521541950113), ('AD7DB8', 0.004410430839002268), ('FDFDFD', 0.0038888888888888888), ('F0665E', 0.003707482993197279)]",0.2119954648526043
576,icst-icst2024,10_1109-ICST60714_2024_00034,3,976,253,"[('FFFFFF', 0.8994038748137109), ('0A0806', 0.023504827318084624), ('0B0907', 0.0009071470226138794), ('0F0D0B', 0.0008868982051448195), ('0E0C0A', 0.0008504503337005119), ('0D0B09', 0.000834251279725264), ('0C0A08', 0.0008059029352685803), ('100E0C', 0.0007978034082809564), ('110F0D', 0.0007208579018985292), ('12100E', 0.0006965593209356573)]",0.0939221149484871
577,icst-icst2024,10_1109-ICST60714_2024_00017,7,496,316,"[('FFFFFF', 0.907053899550837), ('515050', 0.006290832993058391), ('80ABD0', 0.0033687219273172723), ('BFD5E7', 0.002411698652511229), ('71A1CB', 0.002264955083707636), ('DFEAF3', 0.001977848101265823), ('A0C0DC', 0.0017035014291547571), ('70A0CA', 0.0014419150673744385), ('FEFEFF', 0.0012441302572478562), ('FAFCFD', 0.0009506431196406697)]",0.0826868109432422
578,icst-icst2024,10_1109-ICST60714_2024_00010,8,445,319,"[('FFFFFF', 0.7652777288577366), ('0092CE', 0.09322672677961326), ('9FCFD0', 0.07639040541016519), ('F3F3F3', 0.003930823148180762), ('E9E9E9', 0.003134796238244514), ('DFDEDF', 0.0030995738086013174), ('62BCE1', 0.0019231446585185447), ('78C5E5', 0.0019231446585185447), ('F4FAFA', 0.001556831390229298), ('76C4E5', 0.0012398295234405268)]",0.2210559684407046
579,icst-icst2024,10_1109-ICST60714_2024_00012,10,495,300,"[('FEFEFE', 0.6089562289562289), ('FFFFFF', 0.0490976430976431), ('FDFDFE', 0.03251178451178451), ('FDFDFD', 0.0234006734006734), ('FEFFFF', 0.011030303030303031), ('FEFEFD', 0.009946127946127946), ('FEFDFD', 0.008437710437710438), ('FDFCFD', 0.006956228956228956), ('FDFDFC', 0.006821548821548821), ('FEFDFE', 0.0067138047138047136)]",0.1324848484848437
580,icst-icst2024,10_1109-ICST60714_2024_00032,5,421,318,"[('FFFFFF', 0.876887912875902), ('F3F2F3', 0.010165972004362181), ('F9F8F9', 0.009254694572670641), ('F8F8F8', 0.008096924065193684), ('F2F1F2', 0.005915833818849998), ('21AD6C', 0.004563856645602713), ('373331', 0.0028458746022498095), ('858483', 0.0027637102436546706), ('7F7E7D', 0.002225907169213762), ('423E3C', 0.0021661512720536607)]",0.089148329075725
581,icst-icst2024,10_1109-ICST60714_2024_00021,5,493,256,"[('FFFFFF', 0.8244406059837728), ('A4A3A3', 0.018540821501014198), ('0A0807', 0.01430178752535497), ('FEFEFE', 0.010783785496957403), ('858483', 0.008058126267748478), ('9C9B9B', 0.004349961967545639), ('E0E0E0', 0.0037794751521298174), ('FDFDFD', 0.002923744929006085), ('C2C1C1', 0.0028524340770791075), ('6C6B6A', 0.0027731997971602433)]",0.1460446247464459
582,icst-icst2024,10_1109-ICST60714_2024_00010,6,1010,517,"[('FEFEFE', 0.3063944692341575), ('FDFDFD', 0.025219756018155008), ('FFFFFF', 0.014629335273952927), ('FDFDFE', 0.012991937491621502), ('FDFDFC', 0.011117069153723883), ('FEFEFD', 0.010764693490625659), ('C6B2C2', 0.008926211770113181), ('FEFDFD', 0.005130513051305131), ('FDFCFB', 0.004347243234961794), ('FDFCFC', 0.0037439914204186377)]",0.5142309975678365
583,icst-icst2024,10_1109-ICST60714_2024_00035,4,491,277,"[('FFFFFF', 0.5226201592565088), ('E1A870', 0.05861463012933158), ('FBBDB4', 0.049607740778048186), ('B8D9A4', 0.049585683089840966), ('E8AB7A', 0.03423353209761262), ('D2D782', 0.034108538531105015), ('F8B77C', 0.0291676163726867), ('87B9C5', 0.02892498180240723), ('B2CAED', 0.0232561559331505), ('FEF297', 0.023234098244943276)]",0.4682479578256999
584,icst-icst2024,10_1109-ICST60714_2024_00026,2,463,186,"[('FFFFFF', 0.6813790380640516), ('CE0012', 0.03583455259063146), ('9059A1', 0.03475463898372001), ('F16F00', 0.03266448361550431), ('009435', 0.030040177430966812), ('8D4838', 0.027706170603125944), ('0068AD', 0.019450056898673913), ('00B6CE', 0.014665923500313524), ('C2BC00', 0.012691887874776469), ('807C7B', 0.010961703708864581)]",0.3159850437771423
585,icst-icst2024,10_1109-ICST60714_2024_00034,2,435,177,"[('797577', 0.43443080719527244), ('FFFFFF', 0.27427755049029157), ('797677', 0.03676862133904799), ('797576', 0.026897850509773363), ('787575', 0.012559257094616534), ('797475', 0.009455159425936749), ('0A0807', 0.008182349503214495), ('797676', 0.008065458796025715), ('797678', 0.007506980972790441), ('858483', 0.0058445353594389245)]",0.7253977531008509
586,msr-msr2024,10_1145-3643991_3644915,7,498,346,"[('FFFFFF', 0.7994753580797177), ('F1F1F1', 0.025100401606425703), ('F8F8F8', 0.021014694616616755), ('171615', 0.007829003876778791), ('E3000D', 0.005675882721637997), ('FBFBFB', 0.0008299092323049423), ('F5F5F5', 0.0005861596675720222), ('FEFEFE', 0.00046428488520556215), ('515050', 0.00037723146922951923), ('FCFCFC', 0.00031919585857882396)]",0.1691563943635844
587,msr-msr2024,10_1145-3643991_3644924,6,456,98,"[('EBEBEB', 0.5267409595417114), ('FFFFFF', 0.3700993555316864), ('F8F8F8', 0.00935374149659864), ('F2F2F2', 0.0042069459362692446), ('EEEEEE', 0.0035132474042248478), ('ECECEC', 0.0033566058002148227), ('F3F3F3', 0.003334228428213391), ('9B9B9B', 0.0025957751521661298), ('ADADAD', 0.0024615109201575366), ('D4D4D4', 0.00239437880415324)]",0.6073218761188686
588,msr-msr2024,10_1145-3643991_3644931,5,506,329,"[('F3F3F3', 0.4153861864315148), ('CCCCCC', 0.13298773382029627), ('F4F8F9', 0.08460780662445787), ('E7E8EA', 0.0447156913391881), ('FFFFFF', 0.028731213282554634), ('F0F0F0', 0.022435935941948894), ('F6F7F9', 0.016987637709191827), ('F1F1F1', 0.012794790778139529), ('F5F9FA', 0.010025589581556279), ('F2F2F2', 0.009923471533092254)]",0.3861984454028833
589,msr-msr2024,10_1145-3643991_3644898,1,339,326,"[('FFFFFF', 0.882901713810015), ('808080', 0.019174041297935103), ('747474', 0.007537506560254809), ('B6B6B6', 0.0014839748810105506), ('BDBDBD', 0.0014296831170711403), ('FEFEFE', 0.001366342725808495), ('F2F2F2', 0.0013301482165155546), ('BFBFBF', 0.0013030023345458493), ('DDDDDD', 0.001248710570606439), ('DFDFDF', 0.0011401270427276182)]",0.1062942251660423
